#Reference     Prediction     Unit           Sigma    Weight    WSE*      Row*  Col*  Expression
#------------------------------------------------------------------------------------------------------------------------
+112.04        +69.24          kcal/mol       1.0000   0.5000    915.853   0     0     energy('CsPbBr3_O_DFE_VBr_a')/1.000 - energy('CsPbBr3_O_DFE_Pristine')/1.000
+113.43        +68.78          kcal/mol       1.0000   0.5000    996.914   0     0     energy('CsPbBr3_O_DFE_VBr_e')/1.000 - energy('CsPbBr3_O_DFE_Pristine')/1.000
+122.73        +117.68         kcal/mol       1.0000   0.7500    19.083    0     0     energy('CsPbBr3_O_DFE_VCs')/1.000 - energy('CsPbBr3_O_DFE_Pristine')/1.000
+170.04        +171.78         kcal/mol       1.0000   1.0000    3.006     0     0     energy('CsPbBr3_O_DFE_VPb')/1.000 - energy('CsPbBr3_O_DFE_Pristine')/1.000
+0.43          +0.20           kcal/mol       1.0000   20.0000   1.053     0     0     energy('CsPbBr3_C_DMB_VBr_00')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+0.05          -0.09           kcal/mol       1.0000   20.0000   0.394     0     0     energy('CsPbBr3_C_DMB_VBr_01')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+1.43          +2.38           kcal/mol       1.0000   20.0000   17.928    0     0     energy('CsPbBr3_C_DMB_VBr_02')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+4.50          +5.59           kcal/mol       1.0000   20.0000   23.960    0     0     energy('CsPbBr3_C_DMB_VBr_03')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+1.29          +2.64           kcal/mol       1.0000   20.0000   36.172    0     0     energy('CsPbBr3_C_DMB_VBr_04')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbBr3_C_DMB_VBr_05')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+0.45          +1.32           kcal/mol       1.0000   20.0000   15.057    0     0     energy('CsPbBr3_C_DMB_VBr_06')/1.000 - energy('CsPbBr3_C_DMB_VBr_05')/1.000
+0.10          +0.49           kcal/mol       1.0000   20.0000   3.073     0     0     energy('CsPbBr3_C_DMB_IBr_00')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+0.72          +1.62           kcal/mol       1.0000   20.0000   16.507    0     0     energy('CsPbBr3_C_DMB_IBr_01')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+2.30          +4.07           kcal/mol       1.0000   20.0000   62.521    0     0     energy('CsPbBr3_C_DMB_IBr_02')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+4.62          +4.91           kcal/mol       1.0000   20.0000   1.714     0     0     energy('CsPbBr3_C_DMB_IBr_03')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+2.20          +3.41           kcal/mol       1.0000   20.0000   29.508    0     0     energy('CsPbBr3_C_DMB_IBr_04')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+0.55          +0.58           kcal/mol       1.0000   20.0000   0.016     0     0     energy('CsPbBr3_C_DMB_IBr_05')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+0.00          +0.00           kcal/mol       1.0000   20.0000   0.000     0     0     energy('CsPbBr3_C_DMB_IBr_06')/1.000 - energy('CsPbBr3_C_DMB_IBr_06')/1.000
+13.14         +21.11          kcal/mol       1.0000   5.0000    317.801   0     0     energy('CsPbBr3_C_100_CsBr')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/0.143 - energy('PbBr2_PbCl2_EOS_abc_100')/-4.000
+23.50         +33.09          kcal/mol       1.0000   5.0000    459.058   0     0     energy('CsPbBr3_C_100_PbBr2')/1.000 - energy('CsPbBr3_C_EOS_abc_100')/0.143 - energy('CsBr_CsCl_EOS_abc_100')/-1.000
+0.16          +0.25           kcal/mol       1.0000   100.0000  0.947     0     0     energy('CsPbBrI3_O_01_00001')/4.000 - energy('CsPbBrI3_O_01_00002')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_01_00002')/4.000 - energy('CsPbBrI3_O_01_00002')/4.000
+0.43          +1.05           kcal/mol       1.0000   100.0000  37.854    0     0     energy('CsPbBrI3_O_02_00001')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.54          +1.44           kcal/mol       1.0000   100.0000  80.296    0     0     energy('CsPbBrI3_O_02_00003')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.38          +1.08           kcal/mol       1.0000   100.0000  49.086    0     0     energy('CsPbBrI3_O_02_00008')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.42          +1.17           kcal/mol       1.0000   100.0000  57.143    0     0     energy('CsPbBrI3_O_02_00010')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.30          +1.04           kcal/mol       1.0000   100.0000  55.242    0     0     energy('CsPbBrI3_O_02_00011')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_02_00012')/4.000 - energy('CsPbBrI3_O_02_00012')/4.000
+0.53          +1.14           kcal/mol       1.0000   100.0000  37.422    0     0     energy('CsPbBrI3_O_03_00005')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.46          +0.64           kcal/mol       1.0000   100.0000  3.421     0     0     energy('CsPbBrI3_O_03_00006')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.36          +0.58           kcal/mol       1.0000   100.0000  4.544     0     0     energy('CsPbBrI3_O_03_00009')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.51          +0.86           kcal/mol       1.0000   100.0000  12.312    0     0     energy('CsPbBrI3_O_03_00011')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.26          +0.37           kcal/mol       1.0000   100.0000  1.266     0     0     energy('CsPbBrI3_O_03_00024')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_03_00030')/4.000 - energy('CsPbBrI3_O_03_00030')/4.000
+0.33          +0.36           kcal/mol       1.0000   100.0000  0.077     0     0     energy('CsPbBrI3_O_04_00010')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.07          +0.19           kcal/mol       1.0000   100.0000  1.257     0     0     energy('CsPbBrI3_O_04_00025')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.53          +0.41           kcal/mol       1.0000   100.0000  1.542     0     0     energy('CsPbBrI3_O_04_00038')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.12          +0.26           kcal/mol       1.0000   100.0000  2.001     0     0     energy('CsPbBrI3_O_04_00046')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.21          +0.69           kcal/mol       1.0000   100.0000  22.585    0     0     energy('CsPbBrI3_O_04_00049')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_04_00059')/4.000 - energy('CsPbBrI3_O_04_00059')/4.000
+0.30          +0.65           kcal/mol       1.0000   100.0000  12.635    0     0     energy('CsPbBrI3_O_05_00019')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.08          +0.12           kcal/mol       1.0000   100.0000  0.160     0     0     energy('CsPbBrI3_O_05_00023')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.44          +0.51           kcal/mol       1.0000   100.0000  0.417     0     0     energy('CsPbBrI3_O_05_00026')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.34          +0.57           kcal/mol       1.0000   100.0000  5.211     0     0     energy('CsPbBrI3_O_05_00029')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_05_00033')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.80          +1.49           kcal/mol       1.0000   100.0000  48.692    0     0     energy('CsPbBrI3_O_05_00079')/4.000 - energy('CsPbBrI3_O_05_00033')/4.000
+0.08          +0.30           kcal/mol       1.0000   100.0000  4.965     0     0     energy('CsPbBrI3_O_06_00023')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.03          -0.04           kcal/mol       1.0000   100.0000  0.457     0     0     energy('CsPbBrI3_O_06_00063')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_06_00069')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.14          +1.30           kcal/mol       1.0000   100.0000  133.444   0     0     energy('CsPbBrI3_O_06_00096')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.68          +0.95           kcal/mol       1.0000   100.0000  7.714     0     0     energy('CsPbBrI3_O_06_00100')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.63          +1.54           kcal/mol       1.0000   100.0000  82.245    0     0     energy('CsPbBrI3_O_06_00119')/4.000 - energy('CsPbBrI3_O_06_00069')/4.000
+0.54          +0.86           kcal/mol       1.0000   100.0000  10.816    0     0     energy('CsPbBrI3_O_07_00023')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.03          +0.16           kcal/mol       1.0000   100.0000  1.916     0     0     energy('CsPbBrI3_O_07_00032')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_07_00044')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.26          +0.21           kcal/mol       1.0000   100.0000  0.258     0     0     energy('CsPbBrI3_O_07_00059')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.31          +0.20           kcal/mol       1.0000   100.0000  1.176     0     0     energy('CsPbBrI3_O_07_00061')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.12          +0.13           kcal/mol       1.0000   100.0000  0.019     0     0     energy('CsPbBrI3_O_07_00074')/4.000 - energy('CsPbBrI3_O_07_00044')/4.000
+0.26          -0.36           kcal/mol       1.0000   100.0000  38.822    0     0     energy('CsPbBrI3_O_08_00006')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.15          -0.25           kcal/mol       1.0000   100.0000  16.059    0     0     energy('CsPbBrI3_O_08_00012')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.79          +0.59           kcal/mol       1.0000   100.0000  4.132     0     0     energy('CsPbBrI3_O_08_00051')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.64          +0.50           kcal/mol       1.0000   100.0000  2.032     0     0     energy('CsPbBrI3_O_08_00055')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.29          -0.26           kcal/mol       1.0000   100.0000  30.611    0     0     energy('CsPbBrI3_O_08_00063')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_08_00072')/4.000 - energy('CsPbBrI3_O_08_00072')/4.000
+0.54          +0.72           kcal/mol       1.0000   100.0000  3.377     0     0     energy('CsPbBrI3_O_09_00003')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_09_00004')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.12          -0.23           kcal/mol       1.0000   100.0000  12.106    0     0     energy('CsPbBrI3_O_09_00008')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.11          -0.14           kcal/mol       1.0000   100.0000  6.368     0     0     energy('CsPbBrI3_O_09_00009')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.28          -0.11           kcal/mol       1.0000   100.0000  15.375    0     0     energy('CsPbBrI3_O_09_00012')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.26          -0.01           kcal/mol       1.0000   100.0000  7.143     0     0     energy('CsPbBrI3_O_09_00026')/4.000 - energy('CsPbBrI3_O_09_00004')/4.000
+0.04          +0.52           kcal/mol       1.0000   100.0000  23.762    0     0     energy('CsPbBrI3_O_10_00003')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.20          +0.13           kcal/mol       1.0000   100.0000  0.562     0     0     energy('CsPbBrI3_O_10_00005')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.20          +0.25           kcal/mol       1.0000   100.0000  0.225     0     0     energy('CsPbBrI3_O_10_00007')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.27          +0.87           kcal/mol       1.0000   100.0000  35.872    0     0     energy('CsPbBrI3_O_10_00011')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_10_00012')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.23          +0.17           kcal/mol       1.0000   100.0000  0.310     0     0     energy('CsPbBrI3_O_10_00014')/4.000 - energy('CsPbBrI3_O_10_00012')/4.000
+0.07          +0.06           kcal/mol       1.0000   100.0000  0.018     0     0     energy('CsPbBrI3_O_11_00001')/4.000 - energy('CsPbBrI3_O_11_00002')/4.000
+0.00          +0.00           kcal/mol       1.0000   100.0000  0.000     0     0     energy('CsPbBrI3_O_11_00002')/4.000 - energy('CsPbBrI3_O_11_00002')/4.000
+0.14          +0.15           kcal/mol       1.0000   500.0000  0.001     0     0     energy('CsPbBrI3_O_01_00002')/4.000 - energy('CsPbBrI3_O_00_00001')/4.364 - energy('CsPbBrI3_O_12_00001')/48.000
+0.08          -0.39           kcal/mol       1.0000   500.0000  111.134   0     0     energy('CsPbBrI3_O_02_00012')/4.000 - energy('CsPbBrI3_O_00_00001')/4.800 - energy('CsPbBrI3_O_12_00001')/24.000
+0.11          -0.10           kcal/mol       1.0000   500.0000  21.801    0     0     energy('CsPbBrI3_O_03_00030')/4.000 - energy('CsPbBrI3_O_00_00001')/5.333 - energy('CsPbBrI3_O_12_00001')/16.000
+0.50          +0.53           kcal/mol       1.0000   500.0000  0.484     0     0     energy('CsPbBrI3_O_04_00059')/4.000 - energy('CsPbBrI3_O_00_00001')/6.000 - energy('CsPbBrI3_O_12_00001')/12.000
+0.71          +0.83           kcal/mol       1.0000   500.0000  6.823     0     0     energy('CsPbBrI3_O_05_00033')/4.000 - energy('CsPbBrI3_O_00_00001')/6.857 - energy('CsPbBrI3_O_12_00001')/9.600
+0.68          +0.64           kcal/mol       1.0000   500.0000  0.569     0     0     energy('CsPbBrI3_O_06_00069')/4.000 - energy('CsPbBrI3_O_00_00001')/8.000 - energy('CsPbBrI3_O_12_00001')/8.000
+0.55          +0.51           kcal/mol       1.0000   500.0000  0.959     0     0     energy('CsPbBrI3_O_07_00044')/4.000 - energy('CsPbBrI3_O_00_00001')/9.600 - energy('CsPbBrI3_O_12_00001')/6.857
+0.39          +0.56           kcal/mol       1.0000   500.0000  15.817    0     0     energy('CsPbBrI3_O_08_00072')/4.000 - energy('CsPbBrI3_O_00_00001')/12.000 - energy('CsPbBrI3_O_12_00001')/6.000
+0.47          +0.37           kcal/mol       1.0000   500.0000  4.829     0     0     energy('CsPbBrI3_O_09_00004')/4.000 - energy('CsPbBrI3_O_00_00001')/16.000 - energy('CsPbBrI3_O_12_00001')/5.333
+0.26          -0.04           kcal/mol       1.0000   500.0000  43.877    0     0     energy('CsPbBrI3_O_10_00012')/4.000 - energy('CsPbBrI3_O_00_00001')/24.000 - energy('CsPbBrI3_O_12_00001')/4.800
+0.19          -0.03           kcal/mol       1.0000   500.0000  24.835    0     0     energy('CsPbBrI3_O_11_00002')/4.000 - energy('CsPbBrI3_O_00_00001')/48.000 - energy('CsPbBrI3_O_12_00001')/4.364
#------------------------------------------------------------------------------------------------------------------------
#WSE*: Weighted Squared Error: weight*([reference-prediction]/sigma)**2
#Row*, Col*: For scalars both numbers are 0. For 1D arrays Col is 0.
